Time,Refuel_time,Type,Cycle,value
4.45,8min,Seed,00,1.6324999999999998
4.616666666666666,8min,Seed,00,1.6159
4.783333333333333,8min,Seed,00,1.5946
4.95,8min,Seed,00,1.5729
5.116666666666666,8min,Seed,00,1.5489
5.283333333333333,8min,Seed,00,1.5275999999999998
5.433333333333334,8min,Seed,00,1.5030999999999999
5.6,8min,Seed,00,1.4768
5.766666666666667,8min,Seed,00,1.4501
5.933333333333334,8min,Seed,00,1.4211
6.1,8min,Seed,00,1.3939
6.266666666666667,8min,Seed,00,1.3615
6.433333333333334,8min,Seed,00,1.3314
6.6,8min,Seed,00,1.3018999999999998
6.766666666666667,8min,Seed,00,1.2709
6.933333333333334,8min,Seed,00,1.232
7.083333333333333,8min,Seed,00,1.1857
7.25,8min,Seed,00,1.1300999999999999
7.416666666666667,8min,Seed,00,1.0694
7.583333333333333,8min,Seed,00,1.0085
7.75,8min,Seed,00,0.9497000000000001
7.916666666666667,8min,Seed,00,0.897
0.0,8min,Seed,00,1.7877999999999998
0.15,8min,Seed,00,1.9297
0.31666666666666665,8min,Seed,00,1.9487
0.48333333333333334,8min,Seed,00,1.952
0.65,8min,Seed,00,1.9464000000000001
